Price,Adj Close,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,GOOG,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX
2026-03-19 15:30:00+00:00,,249.25999450683594,207.25,,607.0399780273438,92.02999877929688,249.95260620117188,207.9102020263672,,608.4500122070312,92.625,248.8800048828125,206.8800048828125,,605.0700073242188,91.95500183105469,249.41000366210938,207.42999267578125,,606.5999755859375,92.5250015258789,1704879,2095464,,783724,2964245
2026-03-19 16:30:00+00:00,,248.2801055908203,207.05999755859375,,605.25,91.07499694824219,249.4199981689453,207.52000427246094,,607.0999755859375,92.05999755859375,247.7100067138672,206.6300048828125,,604.5999755859375,90.94000244140625,249.27499389648438,207.25999450683594,,606.8416137695312,92.02999877929688,7064876,1927676,,724116,3478303
2026-03-19 17:30:00+00:00,,248.02200317382812,207.24000549316406,,603.7899780273438,91.11000061035156,248.5299072265625,207.91009521484375,,605.9400024414062,91.23500061035156,247.6699981689453,206.83999633789062,,603.219970703125,90.7750015258789,248.2949981689453,207.07000732421875,,605.2949829101562,91.07499694824219,0,1596769,,710216,2563353
2026-03-19 18:30:00+00:00,,248.47000122070312,208.02999877929688,,606.1300048828125,91.80500030517578,249.58999633789062,209.1199951171875,,609.0999755859375,91.91999816894531,247.6699981689453,206.75,,602.260009765625,91.01000213623047,248.00999450683594,207.24000549316406,,603.7899780273438,91.11499786376953,2599457,2647430,,1095834,2625231
2026-03-19 19:30:00+00:00,,248.90699768066406,208.80999755859375,,606.8358764648438,91.78500366210938,249.3300018310547,208.9949951171875,,606.9500122070312,92.04499816894531,248.2899932861328,207.86000061035156,,604.8400268554688,91.62999725341797,248.44000244140625,208.02999877929688,,606.0084838867188,91.80500030517578,2408615,2825343,,771844,4003651
2026-03-20 13:30:00+00:00,,247.75999450683594,206.75,,595.7999877929688,91.37999725341797,248.75999450683594,207.52999877929688,,603.9550170898438,91.66000366210938,246.61000061035156,205.14999389648438,,593.219970703125,90.69000244140625,248.11000061035156,207.5,,603.530029296875,91.37000274658203,16388329,16750634,,5072708,11519262
2026-03-20 14:30:00+00:00,,247.98500061035156,206.2899932861328,,592.3798828125,91.11499786376953,248.85000610351562,207.4199981689453,,596.719970703125,91.63999938964844,247.16009521484375,206.11000061035156,,591.7285766601562,91.03500366210938,247.80999755859375,206.77999877929688,,596.010009765625,91.38999938964844,6539448,4356259,,1723961,3946413
2026-03-20 15:30:00+00:00,,248.6199951171875,206.84010314941406,,595.4400024414062,91.16000366210938,249.05999755859375,207.53990173339844,,596.5499877929688,91.44999694824219,247.86000061035156,205.92999267578125,,591.9099731445312,90.91999816894531,247.9499969482422,206.28500366210938,,592.2750244140625,91.11499786376953,2911321,4414852,,1215679,3156922
2026-03-20 16:30:00+00:00,,248.27000427246094,206.67999267578125,,594.4749755859375,91.53500366210938,248.7899932861328,207.25,,595.5599975585938,91.57250213623047,248.0800018310547,206.39230346679688,,592.22998046875,91.01000213623047,248.6300048828125,206.8699951171875,,595.3250122070312,91.1500015258789,2570162,2885329,,1058197,3296205
2026-03-20 17:30:00+00:00,,248.0399932861328,206.17999267578125,,592.5650024414062,91.45040130615234,248.75990295410156,206.82000732421875,,594.5963134765625,91.5999984741211,247.5301055908203,205.67999267578125,,591.7999877929688,91.1500015258789,248.2899932861328,206.67970275878906,,594.4749755859375,91.53250122070312,2895312,3414957,,1447796,4404433
2026-03-20 18:30:00+00:00,,248.08999633789062,205.81500244140625,,590.27001953125,91.58999633789062,249.1999053955078,206.30499267578125,,592.669921875,91.72000122070312,247.58999633789062,205.3699951171875,,588.75,91.31999969482422,248.08999633789062,206.1699981689453,,592.5650024414062,91.4520034790039,3994932,4727122,,1646167,3329884
2026-03-20 19:30:00+00:00,,248.19000244140625,205.36000061035156,,593.719970703125,91.87000274658203,248.1999969482422,205.86000061035156,,594.0,91.87999725341797,246.0,204.3159942626953,,587.27001953125,91.16500091552734,248.08999633789062,205.8300018310547,,590.27001953125,91.58499908447266,6366085,5680840,,2061067,6237942
