Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 13:30:00+00:00,270.4200134277344,229.1300048828125,269.9599914550781,750.1400146484375,1106.4300537109375,271.4100036621094,232.80999755859375,270.9599914550781,759.155029296875,1108.22998046875,268.70001220703125,227.75999450683594,268.42999267578125,745.1400146484375,1096.0,269.2749938964844,231.6719970703125,268.6050109863281,754.75,1099.0999755859375,10209230,14210522,4212983,4227356,778803
2025-10-29 14:30:00+00:00,267.6300048828125,230.53500366210938,271.239990234375,748.5,1102.2301025390625,270.44500732421875,231.2949981689453,271.7749938964844,750.77001953125,1107.5,267.51220703125,228.86000061035156,269.6000061035156,746.5,1098.0,270.4100036621094,229.1199951171875,269.9700012207031,750.1500244140625,1106.530029296875,6247839,7059244,2694614,1656392,351267
2025-10-29 15:30:00+00:00,268.6199951171875,231.3679962158203,272.6050109863281,750.469970703125,1103.510009765625,268.8599853515625,231.61000061035156,273.1499938964844,751.9400024414062,1104.5499267578125,267.1099853515625,230.33999633789062,271.1600036621094,747.510009765625,1101.3499755859375,267.6099853515625,230.52999877929688,271.25,748.4099731445312,1102.2301025390625,4595121,5603630,2126909,1210653,215873
2025-10-29 16:30:00+00:00,269.93011474609375,230.3721923828125,272.8699951171875,749.5700073242188,1098.969970703125,269.93011474609375,231.4199981689453,272.980712890625,750.9400024414062,1103.780029296875,268.4700927734375,230.02999877929688,272.30999755859375,747.77001953125,1096.8199462890625,268.6029968261719,231.3800048828125,272.6000061035156,750.2999877929688,1103.3695068359375,3066081,3093822,1489061,1095721,315000
2025-10-29 17:30:00+00:00,270.80999755859375,229.69000244140625,273.9400939941406,748.5050048828125,1102.739990234375,270.8500061035156,230.43099975585938,274.1199951171875,749.8099975585938,1103.669921875,269.7900085449219,228.58999633789062,272.8399963378906,746.989990234375,1097.724609375,269.8900146484375,230.3699951171875,272.8699035644531,749.4000244140625,1098.5799560546875,4963178,4626812,2202197,1077386,266108
2025-10-29 18:30:00+00:00,268.30999755859375,228.86000061035156,273.7160949707031,747.5999755859375,1099.0999755859375,270.92999267578125,230.1199951171875,274.3999938964844,750.2000122070312,1103.7249755859375,268.260009765625,228.1300048828125,271.8800048828125,742.510009765625,1097.25,270.7850036621094,229.7220001220703,274.010009765625,748.4500122070312,1102.3800048828125,5156103,5801484,3123174,2369938,261804
2025-10-29 19:30:00+00:00,269.7300109863281,230.33999633789062,275.8299865722656,752.0,1100.3900146484375,270.3800048828125,230.6199951171875,275.9200134277344,755.5999755859375,1102.5999755859375,267.79998779296875,228.32000732421875,273.55499267578125,746.1799926757812,1097.592529296875,268.32000732421875,228.8300018310547,273.70001220703125,747.7849731445312,1099.35986328125,4325904,4490640,3193325,2625240,587656
2025-10-30 13:30:00+00:00,269.0899963378906,226.67999267578125,289.6650085449219,661.510009765625,1100.06005859375,274.1400146484375,228.0,291.8999938964844,672.0,1106.1300048828125,268.989990234375,223.9499969482422,280.45001220703125,650.1699829101562,1089.3599853515625,271.989990234375,226.87249755859375,291.8699951171875,668.75,1094.5,8387840,11757958,14223409,23436265,532362
