Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-05 14:30:00+00:00,269.0101013183594,248.60000610351562,283.7087097167969,637.405029296875,1086.5450439453125,269.58990478515625,249.24000549316406,285.41180419921875,637.9500122070312,1088.3599853515625,266.92999267578125,246.16000366210938,277.8800048828125,626.5374755859375,1073.3701171875,268.5899963378906,248.80499267578125,279.3800048828125,632.260009765625,1084.93994140625,7995553,6485371,3637033,5471038,638609
2025-11-05 15:30:00+00:00,270.2900085449219,249.10000610351562,283.9800109863281,637.530029296875,1089.074951171875,270.3800048828125,249.17999267578125,284.82501220703125,639.2244873046875,1090.199951171875,268.760009765625,247.71099853515625,282.6600036621094,634.17041015625,1084.104248046875,268.989990234375,248.58999633789062,283.69500732421875,637.405029296875,1086.3900146484375,2169435,2756468,1199056,1720907,223480
2025-11-05 16:30:00+00:00,269.9700012207031,249.80999755859375,283.5299987792969,637.3350219726562,1097.364990234375,270.4700012207031,249.85000610351562,285.30499267578125,640.9500122070312,1100.8199462890625,269.5,248.67999267578125,283.32501220703125,636.4500122070312,1085.0999755859375,270.2799987792969,249.08999633789062,284.0,637.5444946289062,1089.1199951171875,1631841,2535880,1146936,1304419,402528
2025-11-05 17:30:00+00:00,270.1199951171875,249.97000122070312,283.864013671875,641.4099731445312,1092.6600341796875,270.7900085449219,251.0,283.9547119140625,642.030029296875,1099.6099853515625,269.92999267578125,249.4949951171875,283.1099853515625,637.1599731445312,1089.6500244140625,269.9700012207031,249.8000030517578,283.5799865722656,637.260009765625,1097.364990234375,1426592,2539301,816093,970573,215834
2025-11-05 18:30:00+00:00,270.42999267578125,249.12060546875,284.4200134277344,638.02001953125,1093.2015380859375,271.70001220703125,250.68499755859375,286.67999267578125,642.22998046875,1096.1800537109375,269.7699890136719,249.10000610351562,283.3294982910156,637.8300170898438,1092.0999755859375,270.1099853515625,249.9600067138672,283.885009765625,641.4202270507812,1092.5,2651761,1955108,1827084,965574,151367
2025-11-05 19:30:00+00:00,269.6000061035156,248.44000244140625,284.4100036621094,639.0850219726562,1093.9595947265625,271.5,249.52499389648438,284.81939697265625,640.5399780273438,1095.4698486328125,269.5299987792969,248.41000366210938,283.4599914550781,637.8400268554688,1091.3189697265625,270.4100036621094,249.11000061035156,284.3900146484375,638.0,1093.155029296875,2282746,2222542,1022565,767836,165530
2025-11-05 20:30:00+00:00,270.1099853515625,250.24000549316406,284.7799987792969,636.0,1098.4599609375,270.3999938964844,250.85000610351562,285.3900146484375,639.780029296875,1099.5,268.9949951171875,248.39089965820312,284.385009765625,636.0,1093.5,269.6099853515625,248.44000244140625,284.42999267578125,639.1500244140625,1093.8299560546875,3567904,3985436,1536190,1111441,286006
2025-11-06 14:30:00+00:00,272.82000732421875,247.1595001220703,285.2099914550781,625.0599975585938,1093.06396484375,272.82000732421875,250.3800048828125,288.80999755859375,635.8499755859375,1099.0050048828125,267.8900146484375,246.5800018310547,284.2699890136719,622.239990234375,1085.75,267.8900146484375,249.22000122070312,285.7349853515625,635.75,1095.1400146484375,6762187,7131629,4960015,4539909,499328
